Date,ISO,Country,Status
14/03/2020,SMR,San Marino,Closed due to COVID-19
14/03/2020,SVK,Slovakia,Partially open
14/03/2020,TTO,Trinidad and Tobago,Closed due to COVID-19
14/03/2020,UKR,Ukraine,Closed due to COVID-19
14/03/2020,USA,United States of America,Partially open
14/03/2020,VNM,Viet Nam,Partially open
15/03/2020,AFG,Afghanistan,Closed due to COVID-19
15/03/2020,AIA,Anguilla,Closed due to COVID-19
15/03/2020,ALB,Albania,Closed due to COVID-19
15/03/2020,ARE,United Arab Emirates,Closed due to COVID-19
15/03/2020,ARM,Armenia,Closed due to COVID-19
15/03/2020,ATG,Antigua and Barbuda,Closed due to COVID-19
15/03/2020,AZE,Azerbaijan,Closed due to COVID-19
15/03/2020,BEL,Belgium,Closed due to COVID-19
15/03/2020,BHR,Bahrain,Closed due to COVID-19
15/03/2020,BIH,Bosnia and Herzegovina,Closed due to COVID-19
15/03/2020,BOL,Bolivia (Plurinational State of),Closed due to COVID-19
15/03/2020,BRA,Brazil,Partially open
15/03/2020,BTN,Bhutan,Partially open
15/03/2020,CAN,Canada,Partially open
15/03/2020,CHE,Switzerland,Partially open
15/03/2020,CHN,China,Closed due to COVID-19
15/03/2020,CYM,Cayman Islands,Closed due to COVID-19
15/03/2020,CYP,Cyprus,Closed due to COVID-19
15/03/2020,CZE,Czechia,Closed due to COVID-19
15/03/2020,DEU,Germany,Partially open
15/03/2020,DZA,Algeria,Closed due to COVID-19
15/03/2020,ECU,Ecuador,Closed due to COVID-19
15/03/2020,ESP,Spain,Partially open
15/03/2020,FRA,France,Partially open
15/03/2020,GBR,United Kingdom of Great Britain and Northern Ireland,Partially open
15/03/2020,GEO,Georgia,Closed due to COVID-19
15/03/2020,GNQ,Equatorial Guinea ,Closed due to COVID-19
15/03/2020,GRC,Greece,Closed due to COVID-19
15/03/2020,HND,Honduras,Closed due to COVID-19
15/03/2020,HUN,Hungary,Partially open
15/03/2020,IND,India,Partially open
15/03/2020,IRL,Ireland,Closed due to COVID-19
15/03/2020,IRN,Iran (Islamic Republic of),Closed due to COVID-19
15/03/2020,IRQ,Iraq,Closed due to COVID-19
15/03/2020,ISR,Israel,Closed due to COVID-19
15/03/2020,ITA,Italy,Closed due to COVID-19
15/03/2020,JAM,Jamaica,Closed due to COVID-19
15/03/2020,JOR,Jordan,Closed due to COVID-19
15/03/2020,JPN,Japan,Closed due to COVID-19
15/03/2020,KHM,Cambodia,Partially open
15/03/2020,KOR,Republic of Korea,Closed due to COVID-19
15/03/2020,KWT,Kuwait,Closed due to COVID-19
15/03/2020,LBN,Lebanon,Closed due to COVID-19
15/03/2020,LKA,Sri Lanka,Closed due to COVID-19
15/03/2020,LVA,Latvia,Closed due to COVID-19
15/03/2020,MDA,Republic of Moldova,Closed due to COVID-19
15/03/2020,MDV,Maldives,Closed due to COVID-19
15/03/2020,MKD,North Macedonia,Closed due to COVID-19
15/03/2020,MLT,Malta,Closed due to COVID-19
15/03/2020,MNG,Mongolia,Closed due to COVID-19
15/03/2020,NOR,Norway,Closed due to COVID-19
15/03/2020,OMN,Oman,Closed due to COVID-19
15/03/2020,PAK,Pakistan ,Closed due to COVID-19
15/03/2020,PAN,Panama,Closed due to COVID-19
15/03/2020,PHL,Philippines,Partially open
15/03/2020,PRK,Democratic People's Republic of Korea,Closed due to COVID-19
15/03/2020,PRT,Portugal,Partially open
15/03/2020,PRY,Paraguay ,Closed due to COVID-19
15/03/2020,PSE,Palestine,Partially open
15/03/2020,QAT,Qatar,Closed due to COVID-19
15/03/2020,ROU,Romania,Closed due to COVID-19
15/03/2020,RUS,Russian Federation,Partially open
15/03/2020,SAU,Saudi Arabia,Closed due to COVID-19
15/03/2020,SJM,Svalbard,Closed due to COVID-19
15/03/2020,SLV,El Salvador,Closed due to COVID-19
15/03/2020,SMR,San Marino,Closed due to COVID-19
15/03/2020,SVK,Slovakia,Partially open
15/03/2020,TTO,Trinidad and Tobago,Closed due to COVID-19
15/03/2020,UKR,Ukraine,Closed due to COVID-19
15/03/2020,USA,United States of America,Partially open
15/03/2020,VNM,Viet Nam,Partially open
15/03/2020,YEM,Yemen,Partially open
16/03/2020,ABW,Aruba,Closed due to COVID-19
16/03/2020,AFG,Afghanistan,Closed due to COVID-19
16/03/2020,AIA,Anguilla,Closed due to COVID-19
16/03/2020,ALB,Albania,Closed due to COVID-19
16/03/2020,AND,Andorra,Closed due to COVID-19
16/03/2020,ARE,United Arab Emirates,Closed due to COVID-19
16/03/2020,ARG,Argentina ,Closed due to COVID-19
16/03/2020,ARM,Armenia,Closed due to COVID-19
16/03/2020,ATG,Antigua and Barbuda,Closed due to COVID-19
16/03/2020,AUT,Austria,Closed due to COVID-19
16/03/2020,AZE,Azerbaijan,Closed due to COVID-19
16/03/2020,BEL,Belgium,Closed due to COVID-19
16/03/2020,BFA,Burkina Faso ,Closed due to COVID-19
16/03/2020,BHR,Bahrain,Closed due to COVID-19
16/03/2020,BHS,Bahamas,Closed due to COVID-19
16/03/2020,BIH,Bosnia and Herzegovina,Closed due to COVID-19
16/03/2020,BOL,Bolivia (Plurinational State of),Closed due to COVID-19
16/03/2020,BRA,Brazil,Partially open
16/03/2020,BTN,Bhutan,Partially open
16/03/2020,CAN,Canada,Partially open
16/03/2020,CHE,Switzerland,Closed due to COVID-19
16/03/2020,CHL,Chile,Closed due to COVID-19
16/03/2020,CHN,China,Closed due to COVID-19
16/03/2020,COL,Colombia,Closed due to COVID-19
16/03/2020,CYM,Cayman Islands,Closed due to COVID-19
16/03/2020,CYP,Cyprus,Closed due to COVID-19
16/03/2020,CZE,Czechia,Closed due to COVID-19
16/03/2020,DEU,Germany,Partially open
16/03/2020,DNK,Denmark,Closed due to COVID-19
16/03/2020,DZA,Algeria,Closed due to COVID-19
16/03/2020,ECU,Ecuador,Closed due to COVID-19
16/03/2020,EGY,Egypt,Closed due to COVID-19
16/03/2020,ESP,Spain,Closed due to COVID-19
16/03/2020,EST,Estonia,Closed due to COVID-19
16/03/2020,ETH,Ethiopia,Closed due to COVID-19
16/03/2020,FRA,France,Closed due to COVID-19
16/03/2020,FRO,Faroe Islands,Closed due to COVID-19
16/03/2020,FSM,Micronesia (Federated States of),Closed due to COVID-19
16/03/2020,GAB,Gabon,Closed due to COVID-19
16/03/2020,GBR,United Kingdom of Great Britain and Northern Ireland,Partially open
16/03/2020,GEO,Georgia,Closed due to COVID-19
16/03/2020,GHA,Ghana,Closed due to COVID-19
16/03/2020,GNQ,Equatorial Guinea ,Closed due to COVID-19
16/03/2020,GRC,Greece,Closed due to COVID-19
16/03/2020,GRD,Grenada,Closed due to COVID-19
16/03/2020,GTM,Guatemala,Closed due to COVID-19
16/03/2020,GUY,Guyana,Closed due to COVID-19
16/03/2020,HND,Honduras,Closed due to COVID-19
16/03/2020,HRV,Croatia,Closed due to COVID-19
16/03/2020,HUN,Hungary,Closed due to COVID-19
16/03/2020,IDN,Indonesia,Partially open
16/03/2020,IND,India,Partially open
16/03/2020,IRL,Ireland,Closed due to COVID-19
16/03/2020,IRN,Iran (Islamic Republic of),Closed due to COVID-19
16/03/2020,IRQ,Iraq,Closed due to COVID-19
16/03/2020,ISL,Iceland,Partially open
16/03/2020,ISR,Israel,Closed due to COVID-19
16/03/2020,ITA,Italy,Closed due to COVID-19
16/03/2020,JAM,Jamaica,Closed due to COVID-19
16/03/2020,JOR,Jordan,Closed due to COVID-19
16/03/2020,JPN,Japan,Closed due to COVID-19
16/03/2020,KAZ,Kazakhstan,Closed due to COVID-19
16/03/2020,KEN,Kenya,Closed due to COVID-19
16/03/2020,KGZ,Kyrgyzstan ,Closed due to COVID-19
16/03/2020,KHM,Cambodia,Closed due to COVID-19
16/03/2020,KOR,Republic of Korea,Closed due to COVID-19
16/03/2020,KWT,Kuwait,Closed due to COVID-19
16/03/2020,LBN,Lebanon,Closed due to COVID-19
16/03/2020,LBR,Liberia,Closed due to COVID-19
16/03/2020,LBY,Libya,Closed due to COVID-19
16/03/2020,LCA,Saint Lucia,Closed due to COVID-19
16/03/2020,LIE,Liechtenstein,Closed due to COVID-19
16/03/2020,LKA,Sri Lanka,Closed due to COVID-19
16/03/2020,LTU,Lithuania,Closed due to COVID-19
16/03/2020,LUX,Luxembourg,Closed due to COVID-19
16/03/2020,LVA,Latvia,Closed due to COVID-19
16/03/2020,MAR,Morocco,Closed due to COVID-19
16/03/2020,MCO,Monaco,Closed due to COVID-19
16/03/2020,MDA,Republic of Moldova,Closed due to COVID-19
16/03/2020,MDV,Maldives,Closed due to COVID-19
16/03/2020,MKD,North Macedonia,Closed due to COVID-19
16/03/2020,MLT,Malta,Closed due to COVID-19
16/03/2020,MMR,Myanmar,Closed due to COVID-19
16/03/2020,MNE,Montenegro ,Closed due to COVID-19
16/03/2020,MNG,Mongolia,Closed due to COVID-19
16/03/2020,MRT,Mauritania ,Closed due to COVID-19
16/03/2020,MSR,Montserrat,Closed due to COVID-19
16/03/2020,NAM,Namibia  ,Closed due to COVID-19
16/03/2020,NLD,Netherlands,Closed due to COVID-19
16/03/2020,NOR,Norway,Closed due to COVID-19
16/03/2020,OMN,Oman,Closed due to COVID-19
16/03/2020,PAK,Pakistan ,Closed due to COVID-19
16/03/2020,PAN,Panama,Closed due to COVID-19
16/03/2020,PER,Peru,Closed due to COVID-19
16/03/2020,PHL,Philippines,Closed due to COVID-19
16/03/2020,POL,Poland,Closed due to COVID-19
16/03/2020,PRK,Democratic People's Republic of Korea,Closed due to COVID-19
16/03/2020,PRT,Portugal,Closed due to COVID-19
16/03/2020,PRY,Paraguay ,Closed due to COVID-19
16/03/2020,PSE,Palestine,Closed due to COVID-19
16/03/2020,QAT,Qatar,Closed due to COVID-19
16/03/2020,ROU,Romania,Closed due to COVID-19
16/03/2020,RUS,Russian Federation,Partially open
16/03/2020,RWA,Rwanda ,Closed due to COVID-19
16/03/2020,SAU,Saudi Arabia,Closed due to COVID-19
16/03/2020,SDN,Sudan,Closed due to COVID-19
16/03/2020,SEN,Senegal,Closed due to COVID-19
16/03/2020,SJM,Svalbard,Closed due to COVID-19
16/03/2020,SLV,El Salvador,Closed due to COVID-19
16/03/2020,SMR,San Marino,Closed due to COVID-19
16/03/2020,SRB,Serbia,Closed due to COVID-19
16/03/2020,SUR,Suriname,Closed due to COVID-19
16/03/2020,SVK,Slovakia,Closed due to COVID-19
16/03/2020,SYC,Seychelles,Partially open
16/03/2020,SYR,Syrian Arab Republic,Closed due to COVID-19
16/03/2020,TTO,Trinidad and Tobago,Closed due to COVID-19
16/03/2020,TUN,Tunisia,Closed due to COVID-19
16/03/2020,TUR,Turkey,Closed due to COVID-19
16/03/2020,UKR,Ukraine,Closed due to COVID-19
16/03/2020,URY,Uruguay,Closed due to COVID-19
16/03/2020,USA,United States of America,Partially open
16/03/2020,UZB,Uzbekistan,Closed due to COVID-19
16/03/2020,VEN,Venezuela,Closed due to COVID-19
16/03/2020,VNM,Viet Nam,Partially open
16/03/2020,YEM,Yemen,Partially open
17/03/2020,ABW,Aruba,Closed due to COVID-19
17/03/2020,AFG,Afghanistan,Closed due to COVID-19
17/03/2020,AIA,Anguilla,Closed due to COVID-19
17/03/2020,ALB,Albania,Closed due to COVID-19
17/03/2020,AND,Andorra,Closed due to COVID-19
17/03/2020,ARE,United Arab Emirates,Closed due to COVID-19
17/03/2020,ARG,Argentina ,Closed due to COVID-19
17/03/2020,ARM,Armenia,Closed due to COVID-19
17/03/2020,ATG,Antigua and Barbuda,Closed due to COVID-19
17/03/2020,AUT,Austria,Closed due to COVID-19
17/03/2020,AZE,Azerbaijan,Closed due to COVID-19
17/03/2020,BEL,Belgium,Closed due to COVID-19
17/03/2020,BFA,Burkina Faso ,Closed due to COVID-19
17/03/2020,BGD,Bangladesh,Closed due to COVID-19
17/03/2020,BHR,Bahrain,Closed due to COVID-19
17/03/2020,BHS,Bahamas,Closed due to COVID-19
17/03/2020,BIH,Bosnia and Herzegovina,Closed due to COVID-19
17/03/2020,BOL,Bolivia (Plurinational State of),Closed due to COVID-19
17/03/2020,BRA,Brazil,Partially open
17/03/2020,BTN,Bhutan,Partially open
17/03/2020,CAN,Canada,Partially open
17/03/2020,CHE,Switzerland,Closed due to COVID-19
17/03/2020,CHL,Chile,Closed due to COVID-19
17/03/2020,CHN,China,Closed due to COVID-19
17/03/2020,CIV,Cote d'Ivoire,Closed due to COVID-19
17/03/2020,COL,Colombia,Closed due to COVID-19
17/03/2020,CRI,Costa Rica,Closed due to COVID-19
17/03/2020,CUW,Curaçao,Closed due to COVID-19
17/03/2020,CYM,Cayman Islands,Closed due to COVID-19
17/03/2020,CYP,Cyprus,Closed due to COVID-19
17/03/2020,CZE,Czechia,Closed due to COVID-19
17/03/2020,DEU,Germany,Partially open
17/03/2020,DNK,Denmark,Closed due to COVID-19
17/03/2020,DZA,Algeria,Closed due to COVID-19
17/03/2020,ECU,Ecuador,Closed due to COVID-19
17/03/2020,EGY,Egypt,Closed due to COVID-19
17/03/2020,ESP,Spain,Closed due to COVID-19
17/03/2020,EST,Estonia,Closed due to COVID-19
17/03/2020,ETH,Ethiopia,Closed due to COVID-19
17/03/2020,FRA,France,Closed due to COVID-19
17/03/2020,FRO,Faroe Islands,Closed due to COVID-19
17/03/2020,FSM,Micronesia (Federated States of),Closed due to COVID-19
17/03/2020,GAB,Gabon,Closed due to COVID-19
17/03/2020,GBR,United Kingdom of Great Britain and Northern Ireland,Partially open
17/03/2020,GEO,Georgia,Closed due to COVID-19
17/03/2020,GHA,Ghana,Closed due to COVID-19
17/03/2020,GNB,Guinea-Bissau,Closed due to COVID-19
17/03/2020,GNQ,Equatorial Guinea ,Closed due to COVID-19
17/03/2020,GRC,Greece,Closed due to COVID-19
17/03/2020,GRD,Grenada,Closed due to COVID-19
17/03/2020,GTM,Guatemala,Closed due to COVID-19
17/03/2020,GUY,Guyana,Closed due to COVID-19
17/03/2020,HND,Honduras,Closed due to COVID-19
17/03/2020,HRV,Croatia,Closed due to COVID-19
17/03/2020,HUN,Hungary,Closed due to COVID-19
17/03/2020,IDN,Indonesia,Partially open
17/03/2020,IND,India,Partially open
17/03/2020,IRL,Ireland,Closed due to COVID-19
17/03/2020,IRN,Iran (Islamic Republic of),Closed due to COVID-19
17/03/2020,IRQ,Iraq,Closed due to COVID-19
17/03/2020,ISL,Iceland,Partially open
17/03/2020,ISR,Israel,Closed due to COVID-19
17/03/2020,ITA,Italy,Closed due to COVID-19
17/03/2020,JAM,Jamaica,Closed due to COVID-19
17/03/2020,JOR,Jordan,Closed due to COVID-19
17/03/2020,JPN,Japan,Closed due to COVID-19
17/03/2020,KAZ,Kazakhstan,Closed due to COVID-19
17/03/2020,KEN,Kenya,Closed due to COVID-19
17/03/2020,KGZ,Kyrgyzstan ,Closed due to COVID-19
17/03/2020,KHM,Cambodia,Closed due to COVID-19
17/03/2020,KOR,Republic of Korea,Closed due to COVID-19
17/03/2020,KWT,Kuwait,Closed due to COVID-19
17/03/2020,LBN,Lebanon,Closed due to COVID-19
17/03/2020,LBR,Liberia,Closed due to COVID-19
17/03/2020,LBY,Libya,Closed due to COVID-19
17/03/2020,LCA,Saint Lucia,Closed due to COVID-19
17/03/2020,LIE,Liechtenstein,Closed due to COVID-19
17/03/2020,LKA,Sri Lanka,Closed due to COVID-19
17/03/2020,LTU,Lithuania,Closed due to COVID-19
17/03/2020,LUX,Luxembourg,Closed due to COVID-19
17/03/2020,LVA,Latvia,Closed due to COVID-19
17/03/2020,MAR,Morocco,Closed due to COVID-19
17/03/2020,MCO,Monaco,Closed due to COVID-19
17/03/2020,MDA,Republic of Moldova,Closed due to COVID-19
17/03/2020,MDV,Maldives,Closed due to COVID-19
17/03/2020,MKD,North Macedonia,Closed due to COVID-19
17/03/2020,MLT,Malta,Closed due to COVID-19
17/03/2020,MMR,Myanmar,Closed due to COVID-19
17/03/2020,MNE,Montenegro ,Closed due to COVID-19
17/03/2020,MNG,Mongolia,Closed due to COVID-19
17/03/2020,MRT,Mauritania ,Closed due to COVID-19
17/03/2020,MSR,Montserrat,Closed due to COVID-19
17/03/2020,NAM,Namibia  ,Closed due to COVID-19
17/03/2020,NLD,Netherlands,Closed due to COVID-19
17/03/2020,NOR,Norway,Closed due to COVID-19
17/03/2020,OMN,Oman,Closed due to COVID-19
17/03/2020,PAK,Pakistan ,Closed due to COVID-19
17/03/2020,PAN,Panama,Closed due to COVID-19
17/03/2020,PER,Peru,Closed due to COVID-19
17/03/2020,PHL,Philippines,Closed due to COVID-19
17/03/2020,POL,Poland,Closed due to COVID-19
17/03/2020,PRK,Democratic People's Republic of Korea,Closed due to COVID-19
17/03/2020,PRT,Portugal,Closed due to COVID-19
17/03/2020,PRY,Paraguay ,Closed due to COVID-19
17/03/2020,PSE,Palestine,Closed due to COVID-19
17/03/2020,QAT,Qatar,Closed due to COVID-19
17/03/2020,ROU,Romania,Closed due to COVID-19
17/03/2020,RUS,Russian Federation,Partially open
17/03/2020,RWA,Rwanda ,Closed due to COVID-19
17/03/2020,SAU,Saudi Arabia,Closed due to COVID-19
17/03/2020,SDN,Sudan,Closed due to COVID-19
17/03/2020,SEN,Senegal,Closed due to COVID-19
17/03/2020,SJM,Svalbard,Closed due to COVID-19
17/03/2020,SLV,El Salvador,Closed due to COVID-19
17/03/2020,SMR,San Marino,Closed due to COVID-19
17/03/2020,SRB,Serbia,Closed due to COVID-19
17/03/2020,SUR,Suriname,Closed due to COVID-19
17/03/2020,SVK,Slovakia,Closed due to COVID-19
17/03/2020,SYC,Seychelles,Partially open
17/03/2020,SYR,Syrian Arab Republic,Closed due to COVID-19
17/03/2020,TTO,Trinidad and Tobago,Closed due to COVID-19
17/03/2020,TUN,Tunisia,Closed due to COVID-19
17/03/2020,TUR,Turkey,Closed due to COVID-19
17/03/2020,UKR,Ukraine,Closed due to COVID-19
17/03/2020,URY,Uruguay,Closed due to COVID-19
17/03/2020,USA,United States of America,Partially open
17/03/2020,UZB,Uzbekistan,Closed due to COVID-19
17/03/2020,VEN,Venezuela,Closed due to COVID-19
17/03/2020,VNM,Viet Nam,Partially open
17/03/2020,YEM,Yemen,Partially open
18/03/2020,ABW,Aruba,Closed due to COVID-19
18/03/2020,AFG,Afghanistan,Closed due to COVID-19
18/03/2020,AIA,Anguilla,Closed due to COVID-19
18/03/2020,ALB,Albania,Closed due to COVID-19
18/03/2020,AND,Andorra,Closed due to COVID-19
18/03/2020,ARE,United Arab Emirates,Closed due to COVID-19
18/03/2020,ARG,Argentina ,Closed due to COVID-19
18/03/2020,ARM,Armenia,Closed due to COVID-19
18/03/2020,ATG,Antigua and Barbuda,Closed due to COVID-19
18/03/2020,AUT,Austria,Closed due to COVID-19
18/03/2020,AZE,Azerbaijan,Closed due to COVID-19
18/03/2020,BEL,Belgium,Closed due to COVID-19
18/03/2020,BFA,Burkina Faso ,Closed due to COVID-19
18/03/2020,BGD,Bangladesh,Closed due to COVID-19
18/03/2020,BHR,Bahrain,Closed due to COVID-19
18/03/2020,BHS,Bahamas,Closed due to COVID-19
18/03/2020,BIH,Bosnia and Herzegovina,Closed due to COVID-19
18/03/2020,BOL,Bolivia (Plurinational State of),Closed due to COVID-19
18/03/2020,BRA,Brazil,Partially open
18/03/2020,BTN,Bhutan,Closed due to COVID-19
18/03/2020,CAN,Canada,Partially open
18/03/2020,CHE,Switzerland,Closed due to COVID-19
18/03/2020,CHL,Chile,Closed due to COVID-19
18/03/2020,CHN,China,Closed due to COVID-19
18/03/2020,CIV,Cote d'Ivoire,Closed due to COVID-19
18/03/2020,CMR,Cameroon,Closed due to COVID-19
18/03/2020,COL,Colombia,Closed due to COVID-19
18/03/2020,CRI,Costa Rica,Closed due to COVID-19
18/03/2020,CUW,Curaçao,Closed due to COVID-19
18/03/2020,CYM,Cayman Islands,Closed due to COVID-19
18/03/2020,CYP,Cyprus,Closed due to COVID-19
18/03/2020,CZE,Czechia,Closed due to COVID-19
18/03/2020,DEU,Germany,Closed due to COVID-19
18/03/2020,DNK,Denmark,Closed due to COVID-19
18/03/2020,DZA,Algeria,Closed due to COVID-19
18/03/2020,ECU,Ecuador,Closed due to COVID-19
18/03/2020,EGY,Egypt,Closed due to COVID-19
18/03/2020,ESP,Spain,Closed due to COVID-19
18/03/2020,EST,Estonia,Closed due to COVID-19
18/03/2020,ETH,Ethiopia,Closed due to COVID-19
18/03/2020,FIN,Finland,Closed due to COVID-19
18/03/2020,FRA,France,Closed due to COVID-19
18/03/2020,FRO,Faroe Islands,Closed due to COVID-19
18/03/2020,FSM,Micronesia (Federated States of),Closed due to COVID-19
18/03/2020,GAB,Gabon,Closed due to COVID-19
18/03/2020,GBR,United Kingdom of Great Britain and Northern Ireland,Partially open
18/03/2020,GEO,Georgia,Closed due to COVID-19
18/03/2020,GHA,Ghana,Closed due to COVID-19
18/03/2020,GMB,Gambia,Closed due to COVID-19
18/03/2020,GNB,Guinea-Bissau,Closed due to COVID-19
18/03/2020,GNQ,Equatorial Guinea ,Closed due to COVID-19
18/03/2020,GRC,Greece,Closed due to COVID-19
18/03/2020,GRD,Grenada,Closed due to COVID-19
18/03/2020,GTM,Guatemala,Closed due to COVID-19
18/03/2020,GUY,Guyana,Closed due to COVID-19
18/03/2020,HND,Honduras,Closed due to COVID-19
18/03/2020,HRV,Croatia,Closed due to COVID-19
18/03/2020,HUN,Hungary,Closed due to COVID-19
18/03/2020,IDN,Indonesia,Partially open
18/03/2020,IND,India,Partially open
18/03/2020,IRL,Ireland,Closed due to COVID-19
18/03/2020,IRN,Iran (Islamic Republic of),Closed due to COVID-19
18/03/2020,IRQ,Iraq,Closed due to COVID-19
18/03/2020,ISL,Iceland,Partially open
18/03/2020,ISR,Israel,Closed due to COVID-19
18/03/2020,ITA,Italy,Closed due to COVID-19
18/03/2020,JAM,Jamaica,Closed due to COVID-19
18/03/2020,JOR,Jordan,Closed due to COVID-19
18/03/2020,JPN,Japan,Closed due to COVID-19
18/03/2020,KAZ,Kazakhstan,Closed due to COVID-19
18/03/2020,KEN,Kenya,Closed due to COVID-19
18/03/2020,KGZ,Kyrgyzstan ,Closed due to COVID-19
18/03/2020,KHM,Cambodia,Closed due to COVID-19
18/03/2020,KOR,Republic of Korea,Closed due to COVID-19
18/03/2020,KWT,Kuwait,Closed due to COVID-19
18/03/2020,LBN,Lebanon,Closed due to COVID-19
18/03/2020,LBR,Liberia,Closed due to COVID-19
18/03/2020,LBY,Libya,Closed due to COVID-19
18/03/2020,LCA,Saint Lucia,Closed due to COVID-19
18/03/2020,LIE,Liechtenstein,Closed due to COVID-19
18/03/2020,LKA,Sri Lanka,Closed due to COVID-19
18/03/2020,LTU,Lithuania,Closed due to COVID-19
18/03/2020,LUX,Luxembourg,Closed due to COVID-19
18/03/2020,LVA,Latvia,Closed due to COVID-19
18/03/2020,MAR,Morocco,Closed due to COVID-19
18/03/2020,MCO,Monaco,Closed due to COVID-19
18/03/2020,MDA,Republic of Moldova,Closed due to COVID-19
18/03/2020,MDV,Maldives,Closed due to COVID-19
18/03/2020,MKD,North Macedonia,Closed due to COVID-19
